show_id,type,title,release_year,rating,duration_value,duration_type,date_added,date_added_monthCode
s7759,Movie,Postcards from London,2018,TV-MA,90,min,2019-02-19,Feb
s7760,TV Show,Powder,2010,TV-14,1,Season,2018-02-15,Feb
s7761,TV Show,Power Battle Watch Car,2016,TV-Y7,1,Season,2017-06-01,Jun
s7762,TV Show,Power Rangers Dino Charge,2015,TV-Y7,1,Season,2015-12-02,Dec
s7763,TV Show,Power Rangers Dino Super Charge,2016,TV-Y7,1,Season,2016-10-15,Oct
s7764,TV Show,Power Rangers Dino Thunder,2004,TV-Y7,1,Season,2016-01-01,Jan
s7765,TV Show,Power Rangers in Space,1998,TV-Y7,1,Season,2016-01-01,Jan
s7766,TV Show,Power Rangers Jungle Fury,2008,TV-Y7,1,Season,2016-01-01,Jan
s7767,TV Show,Power Rangers Lightspeed Rescue,2000,TV-Y7,1,Season,2016-01-01,Jan
s7768,TV Show,Power Rangers Lost Galaxy,1999,TV-Y7,1,Season,2016-01-01,Jan
s7769,TV Show,Power Rangers Mystic Force,2006,TV-Y7,1,Season,2016-01-01,Jan
s7770,TV Show,Power Rangers Ninja Storm,2003,TV-Y7,1,Season,2016-01-01,Jan
s7771,TV Show,Power Rangers Operation Overdrive,2007,TV-Y7,1,Season,2016-01-01,Jan
s7772,TV Show,Power Rangers RPM,2009,TV-Y7,1,Season,2016-01-01,Jan
s7773,TV Show,Power Rangers S.P.D.,2005,TV-Y7,1,Season,2016-01-01,Jan
s7774,TV Show,Power Rangers Samurai,2011,TV-Y7,1,Season,2016-01-01,Jan
s7775,Movie,"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",2011,TV-Y7,24,min,2016-01-01,Jan
s7776,Movie,Power Rangers Samurai: Clash of the Red Rangers,2011,TV-Y7,46,min,2016-01-01,Jan
s7777,Movie,Power Rangers Samurai: Party Monsters (Halloween Special),2011,TV-Y7,24,min,2016-01-01,Jan
s7778,TV Show,Power Rangers Super Megaforce,2014,TV-Y7,1,Season,2016-01-01,Jan
s7779,Movie,Power Rangers Super Megaforce: The Legendary Battle (Extended),2014,TV-Y7,55,min,2016-01-01,Jan
s7780,TV Show,Power Rangers Super Samurai,2012,TV-Y7,1,Season,2016-01-01,Jan
s7781,Movie,Power Rangers Super Samurai: Stuck on Christmas,2012,TV-Y7,24,min,2016-01-01,Jan
s7782,Movie,Power Rangers Super Samurai: Trickster Treat,2012,TV-Y7,23,min,2016-01-01,Jan
s7783,TV Show,Power Rangers Time Force,2001,TV-Y7,1,Season,2016-01-01,Jan
s7784,TV Show,Power Rangers Turbo,1997,TV-Y7,1,Season,2016-01-01,Jan
s7785,TV Show,Power Rangers Wild Force,2002,TV-Y7,1,Season,2016-01-01,Jan
s7786,TV Show,Power Rangers Zeo,1996,TV-Y7,1,Season,2016-01-01,Jan
s7787,TV Show,Power Rangers: Megaforce,2013,TV-Y7,1,Season,2016-01-01,Jan
s7788,Movie,Power Rangers: Megaforce: Raising Spirits,2013,TV-Y7,24,min,2016-01-01,Jan
s7789,Movie,Power Rangers: Megaforce: The Robo Knight Before Christmas,2013,TV-Y7,24,min,2016-01-01,Jan
s7790,Movie,Prague,2013,TV-MA,106,min,2017-12-01,Dec
s7791,Movie,Prelude to War,1942,TV-14,52,min,2017-03-31,Mar
s7792,Movie,Premachi Goshta,2013,TV-14,127,min,2018-02-15,Feb
s7793,Movie,Prescription Thugs,2015,NR,86,min,2016-04-15,Apr
s7794,Movie,Primal Fear,1996,R,131,min,2019-12-01,Dec
s7795,Movie,Prince Charming,1984,TV-14,93,min,2018-08-31,Aug
s7796,TV Show,Prince Jai Aur Dumdaar Viru,2017,TV-Y,1,Season,2020-10-18,Oct
s7797,Movie,Princess Cyd,2017,TV-MA,97,min,2018-02-05,Feb
s7798,Movie,Professor Mack,2018,TV-MA,84,min,2019-08-06,Aug
s7799,TV Show,Prohibition: A Film by Ken Burns and Lynn Novick,2011,TV-PG,1,Season,2017-02-22,Feb
s7800,Movie,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2019,TV-MA,83,min,2019-06-01,Jun
s7801,TV Show,Psiconautas,2016,TV-MA,2,Seasons,2018-04-15,Apr
s7802,Movie,Pukar,2000,TV-14,165,min,2018-03-01,Mar
s7803,Movie,Pulp Fiction,1994,R,154,min,2019-01-01,Jan
s7804,Movie,Punjab 1984,2014,TV-14,158,min,2017-11-01,Nov
s7805,Movie,Pusher,2012,R,89,min,2017-12-27,Dec
s7806,Movie,Pyaar Ka Punchnama,2011,TV-14,149,min,2017-05-01,May
s7807,TV Show,Pyaar Tune Kya Kiya,2014,TV-14,3,Seasons,2017-06-01,Jun
s7808,Movie,Q Ball,2019,TV-MA,96,min,2020-03-11,Mar
s7809,TV Show,QuÃ© pena tu serie,2015,TV-MA,1,Season,2016-11-04,Nov
s7810,Movie,Quantum of Solace,2008,PG-13,106,min,2020-08-31,Aug
s7811,TV Show,Queen of No Marriage,2009,TV-MA,1,Season,2016-08-01,Aug
s7812,Movie,Queen of the Desert,2015,PG-13,128,min,2019-04-06,Apr
s7813,TV Show,Queens of Comedy,2017,TV-MA,1,Season,2018-05-01,May
s7814,TV Show,Queens vs. Kings,2018,TV-14,1,Season,2018-10-25,Oct
s7815,Movie,R.L. Stine's Mostly Ghostly,2008,PG,98,min,2018-08-01,Aug
s7816,TV Show,Rab Se Sohna Isshq,2012,TV-14,1,Season,2017-06-01,Jun
s7817,Movie,Race to Witch Mountain,2009,PG,99,min,2019-07-01,Jul
s7818,Movie,Rachel Getting Married,2008,R,113,min,2019-09-01,Sep
s7819,Movie,Radical: the Controversial Saga of Dada Figueiredo,2013,TV-MA,71,min,2017-04-12,Apr
s7820,Movie,Radiopetti,2015,TV-PG,83,min,2017-01-01,Jan
s7821,Movie,Raging Bull,1980,R,129,min,2019-10-01,Oct
s7822,Movie,Rahasya,2015,TV-14,117,min,2018-03-01,Mar
s7823,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,NR,93,min,2016-09-16,Sep
s7824,Movie,Railroad Tigers,2016,TV-14,124,min,2017-08-19,Aug
s7825,Movie,Raja Hindustani,1996,TV-14,177,min,2017-05-01,May
s7826,Movie,Rajnigandha,1974,TV-PG,104,min,2019-12-31,Dec
s7827,Movie,Ralph Breaks the Internet: Wreck-It Ralph 2,2018,PG,113,min,2019-06-11,Jun
s7828,Movie,Ram Teri Ganga Maili,1985,TV-14,178,min,2019-12-31,Dec
s7829,TV Show,Ramayan,2012,TV-14,1,Season,2018-04-01,Apr
s7830,Movie,Ramen Shop,2018,TV-PG,90,min,2019-07-31,Jul
s7831,Movie,Ramji Londonwaley,2005,TV-14,154,min,2019-12-31,Dec
s7832,Movie,Rampant,2018,TV-MA,122,min,2019-05-26,May
s7833,Movie,Ranbhool,2010,TV-MA,115,min,2018-03-15,Mar
s7834,Movie,Rangreza,2017,TV-14,126,min,2018-08-01,Aug
s7835,Movie,Rats,2016,NR,88,min,2016-12-16,Dec
s7836,TV Show,Razia Sultan,2015,TV-14,1,Season,2017-04-01,Apr
s7837,Movie,Reaction,2011,TV-14,99,min,2019-06-20,Jun
s7838,Movie,Ready,2011,TV-PG,144,min,2017-10-22,Oct
s7839,TV Show,Reality of Dream,2015,TV-MA,1,Season,2018-07-31,Jul
s7840,Movie,Rebel Without a Cause,1955,PG-13,111,min,2019-11-01,Nov
s7841,TV Show,Rebelde,2004,TV-14,1,Season,2017-12-31,Dec
s7842,Movie,Recall,2018,TV-MA,73,min,2019-06-25,Jun
s7843,TV Show,Rectify,2016,TV-MA,4,Seasons,2017-03-04,Mar
s7844,Movie,Red Christmas,2016,TV-MA,81,min,2017-12-11,Dec
s7845,Movie,Red Dawn,1984,PG-13,114,min,2019-12-31,Dec
s7846,Movie,Red Oleanders Raktokarobi,2017,TV-14,112,min,2018-09-15,Sep
s7847,Movie,Red Trees,2017,TV-PG,80,min,2018-03-24,Mar
s7848,TV Show,Red vs. Blue,2015,NR,13,Seasons,NULL,NUL
s7849,Movie,Refugee,2016,TV-PG,24,min,2017-03-10,Mar
s7850,Movie,Regatta,2015,TV-MA,100,min,2019-05-09,May
s7851,TV Show,Reggie Yates Outside Man,2017,TV-MA,2,Seasons,2017-12-15,Dec
s7852,Movie,Reincarnated,2012,R,96,min,2016-06-13,Jun
s7853,Movie,Rembat,2015,TV-PG,88,min,2017-08-21,Aug
s7854,Movie,Remember,2015,R,95,min,2018-07-26,Jul
s7855,Movie,Remember Me,2010,PG-13,112,min,2020-08-01,Aug
s7856,Movie,Rememory,2017,PG-13,112,min,2020-06-01,Jun
s7857,TV Show,Republic of Doyle,2014,TV-14,6,Seasons,2020-05-28,May
s7858,Movie,Resident Evil: Afterlife,2010,R,97,min,2020-01-01,Jan
s7859,Movie,Residente,2017,TV-MA,97,min,2018-01-01,Jan
s7860,Movie,Restless Creature: Wendy Whelan,2016,TV-MA,94,min,2017-09-26,Sep
s7861,Movie,Return To The 36th Chamber,1980,R,97,min,2018-08-16,Aug
s7862,Movie,Revelations,2016,NR,118,min,2017-03-01,Mar
s7863,TV Show,Revenge,2017,TV-MA,1,Season,2019-05-02,May
s7864,Movie,Revenge of the Green Dragons,2014,R,95,min,2018-07-21,Jul
s7865,TV Show,Revolting Rhymes,2017,TV-PG,1,Season,2018-02-01,Feb
s7866,Movie,Revolutionary Road,2008,R,120,min,2019-11-01,Nov
s7867,Movie,Rezeta,2012,NR,84,min,2016-12-03,Dec
s7868,TV Show,"Rica, Famosa, Latina",2016,TV-MA,4,Seasons,2019-04-26,Apr
s7869,Movie,Righteous Kill,2008,R,101,min,2019-06-01,Jun
s7870,Movie,Ringan,2015,TV-14,103,min,2018-05-01,May
s7871,TV Show,Ripper Street,2017,TV-MA,5,Seasons,2017-09-08,Sep
s7872,Movie,Rise of the Zombie,2013,TV-MA,83,min,2017-12-15,Dec
s7873,TV Show,Rishta.com,2010,TV-14,1,Season,2018-03-15,Mar
s7874,Movie,Rivaaz,2011,TV-MA,107,min,2017-11-01,Nov
s7875,Movie,Road to Sangam,2010,TV-14,136,min,2019-12-31,Dec
s7876,Movie,Road to Yesterday,2015,TV-14,96,min,2016-07-01,Jul
s7877,Movie,Roberto Saviano: Writing Under Police Protection,2016,TV-14,45,min,2018-05-01,May
s7878,Movie,Robin Hood: The Rebellion,2018,TV-14,92,min,2019-05-01,May
s7879,TV Show,Robotech,1985,TV-MA,1,Season,2016-10-01,Oct
s7880,Movie,Rocky,1976,PG,120,min,2019-08-01,Aug
s7881,Movie,Rocky II,1979,PG,119,min,2019-08-01,Aug
s7882,Movie,Rocky III,1982,PG,100,min,2019-08-01,Aug
s7883,Movie,Rocky IV,1985,PG,92,min,2019-08-01,Aug
s7884,Movie,Rocky V,1990,PG-13,104,min,2019-08-01,Aug
s7885,Movie,Roger Corman's Death Race 2050,2017,R,93,min,2017-01-17,Jan
s7886,Movie,Roh's Beauty,2014,TV-MA,98,min,2019-04-19,Apr
s7887,Movie,Roll Red Roll,2018,TV-MA,80,min,2019-08-08,Aug
s7888,Movie,Rolling Papers,2015,TV-MA,79,min,2017-09-08,Sep
s7889,Movie,Romeo Ranjha,2014,TV-14,122,min,2017-11-01,Nov
s7890,Movie,Room,2015,R,118,min,2018-07-19,Jul
s7891,Movie,Room for Rent,2017,TV-MA,89,min,2019-03-01,Mar
s7892,Movie,Room on the Broom,2012,TV-Y7,26,min,2019-07-01,Jul
s7893,TV Show,Roonpi Secret Love,2016,TV-14,3,Seasons,2019-06-21,Jun
s7894,Movie,Roots,2016,TV-PG,62,min,2017-11-01,Nov
s7895,Movie,Rosemary's Baby,1968,R,137,min,2019-11-01,Nov
s7896,Movie,Rounders,1998,R,121,min,2019-11-01,Nov
s7897,TV Show,Royal Pains,2016,TV-PG,8,Seasons,2017-05-18,May
s7898,TV Show,Rubi,2004,TV-PG,1,Season,2017-12-31,Dec
s7899,Movie,Rukh,2017,TV-MA,103,min,2018-04-01,Apr
s7900,Movie,Rumble,2016,TV-MA,92,min,2017-09-15,Sep
s7901,Movie,Rumble in the Bronx,1995,R,89,min,2019-11-01,Nov
s7902,Movie,Rumor Has It,2005,PG-13,97,min,2019-08-01,Aug
s7903,Movie,Run,2004,TV-14,134,min,2018-03-01,Mar
s7904,Movie,Runaway Bride,1999,PG,116,min,2020-12-01,Dec
s7905,Movie,Running for Grace,2018,TV-14,110,min,2019-06-19,Jun
s7906,Movie,Running Out Of Time,2018,TV-14,88,min,2019-08-01,Aug
s7907,TV Show,Rurouni Kenshin,1998,TV-14,3,Seasons,2020-01-01,Jan
s7908,Movie,Russell Madness,2015,PG,93,min,2015-05-10,May
s7909,TV Show,Russell Peters vs. the World,2013,NR,1,Season,2013-10-14,Oct
s7910,Movie,Russell Peters: Notorious,2013,NR,72,min,2013-10-14,Oct
s7911,Movie,Rustom,2016,TV-14,141,min,2017-01-06,Jan
s7912,Movie,S Is for Stanley,2016,TV-MA,82,min,2017-06-15,Jun
s7913,Movie,S.W.A.T.,2003,PG-13,117,min,2021-01-01,Jan
s7914,Movie,Saath Saath,1982,TV-14,118,min,2019-12-31,Dec
s7915,Movie,Sacro GRA,2013,TV-MA,91,min,2017-03-21,Mar
s7916,Movie,Sadece Sen,2014,TV-MA,105,min,2017-03-10,Mar
s7917,Movie,Sadie's Last Days on Earth,2016,TV-14,94,min,2017-08-22,Aug
s7918,Movie,Sadma,1983,TV-14,137,min,2019-12-31,Dec
s7919,TV Show,Sadqay Tumhare,2014,TV-PG,1,Season,2016-12-15,Dec
s7920,Movie,Saeed Mirza: The Leftist Sufi,2016,TV-MA,61,min,2017-05-01,May
s7921,Movie,Safety Not Guaranteed,2012,R,86,min,2020-08-13,Aug
s7922,Movie,Saheb Bibi Golaam,2016,TV-MA,118,min,2017-01-01,Jan
s7923,Movie,Sairat,2016,TV-14,173,min,2018-04-01,Apr
s7924,Movie,Sakhi,2007,TV-PG,152,min,2018-02-15,Feb
s7925,Movie,Salem: His Sister's Father,2014,TV-14,99,min,2019-06-22,Jun
s7926,Movie,Samantaral,2017,TV-MA,110,min,2018-09-15,Sep
s7927,Movie,Samarppanam,2017,TV-PG,116,min,2018-03-01,Mar
s7928,Movie,Sameer Abu Alneel,2013,TV-14,107,min,2019-06-06,Jun
s7929,Movie,Samson,2018,PG-13,109,min,2018-12-14,Dec
s7930,Movie,Samudri Lootere,2018,TV-Y,65,min,2019-06-18,Jun
s7931,Movie,San Pietro,1945,TV-14,32,min,2017-03-31,Mar
s7932,Movie,Sanai Choughade,2008,TV-14,122,min,2018-01-01,Jan
s7933,Movie,Sangam,1964,TV-14,228,min,2019-12-31,Dec
s7934,Movie,Santa Claws,2014,TV-PG,86,min,2017-11-17,Nov
s7935,Movie,Santa's Apprentice,2010,TV-G,72,min,2015-12-20,Dec
s7936,Movie,Sarah's Key,2010,PG-13,102,min,2019-09-21,Sep
s7937,Movie,Sardaar ji,2015,TV-14,140,min,2017-12-01,Dec
s7938,Movie,Sardaarji 2,2016,TV-PG,145,min,2017-10-15,Oct
s7939,Movie,Sarivar Sari,2005,TV-14,126,min,2018-02-15,Feb
s7940,Movie,Sarvopari Palakkaran,2017,TV-14,133,min,2018-07-01,Jul
s7941,Movie,Sat Sri Akal,2008,TV-14,141,min,2019-01-30,Jan
s7942,Movie,Satan & Adam,2018,TV-MA,78,min,2019-06-01,Jun
s7943,TV Show,Satrangi,2014,TV-PG,1,Season,2017-04-01,Apr
s7944,Movie,Satrangi Re,2012,TV-14,150,min,2018-03-15,Mar
s7945,Movie,Satte Pe Satta,1982,TV-14,153,min,2019-12-31,Dec
s7946,Movie,Saturday Church,2017,TV-MA,83,min,2020-10-06,Oct
s7947,Movie,Savage Dog,2017,TV-MA,95,min,2017-11-01,Nov
s7948,Movie,Savage Raghda,2018,TV-MA,93,min,2019-06-13,Jun
s7949,TV Show,Save Our Shelter,2015,TV-G,1,Season,2018-08-18,Aug
s7950,Movie,Saving Mr. Banks,2013,PG-13,126,min,2019-03-02,Mar
s7951,Movie,Saving ZoÃ«,2019,R,95,min,2020-01-15,Jan
s7952,Movie,Say When,2014,R,99,min,2018-07-19,Jul
s7953,Movie,Scales: Mermaids Are Real,2017,PG,93,min,2020-01-23,Jan
s7954,TV Show,Scandal,2018,TV-14,7,Seasons,2018-05-19,May
s7955,Movie,Scandal in Sorrento,1955,TV-PG,93,min,2020-11-13,Nov
s7956,Movie,Scary Movie,2000,R,88,min,2020-01-01,Jan
s7957,Movie,Scary Movie 5,2013,PG-13,88,min,2020-08-12,Aug
s7958,Movie,Schindler's List,1993,R,195,min,2018-04-01,Apr
s7959,Movie,School Daze,1988,R,120,min,2020-11-01,Nov
s7960,Movie,Scooby-Doo on Zombie Island,1998,TV-PG,77,min,2019-12-15,Dec
s7961,Movie,Scott Pilgrim vs. the World,2010,PG-13,112,min,2018-09-16,Sep
s7962,Movie,Scream 2,1997,R,121,min,2019-10-01,Oct
s7963,Movie,Scream 3,2000,R,117,min,2019-07-01,Jul
s7964,Movie,Seal Team Six: The Raid on Osama Bin Laden,2012,TV-MA,90,min,2020-01-01,Jan
s7965,Movie,Searching for Bobby Fischer,1993,PG,110,min,2020-12-07,Dec
s7966,Movie,Searching for Sugar Man,2012,PG-13,86,min,2019-12-01,Dec
s7967,Movie,Season of the Witch,2011,PG-13,95,min,2019-04-26,Apr
s7968,Movie,Secret,2007,TV-PG,101,min,2018-07-01,Jul
s7969,TV Show,Secret Affair,2014,TV-14,1,Season,2017-05-22,May
s7970,Movie,Secret in Their Eyes,2015,PG-13,111,min,2018-04-01,Apr
s7971,Movie,Secrets of Althorp - The Spencers,2013,TV-PG,54,min,2017-04-22,Apr
s7972,Movie,Secrets of Chatsworth,2013,TV-PG,54,min,2017-02-22,Feb
s7973,Movie,Secrets of Henry VIII's Palace: Hampton Court,2013,TV-PG,54,min,2017-02-22,Feb
s7974,Movie,Secrets of Her Majesty's Secret Service,2014,TV-PG,55,min,2017-02-22,Feb
s7975,Movie,Secrets of Highclere Castle,2013,TV-PG,54,min,2017-02-22,Feb
s7976,Movie,Secrets of Scotland Yard,2013,TV-14,55,min,2017-04-22,Apr
s7977,Movie,Secrets of Selfridges,2014,TV-PG,55,min,2017-04-22,Apr
s7978,Movie,Secrets of the Tower of London,2013,TV-PG,55,min,2017-02-22,Feb
s7979,Movie,Secrets of Underground London,2014,TV-PG,55,min,2017-04-22,Apr
s7980,Movie,Secrets of Westminster,2014,TV-PG,55,min,2017-04-22,Apr
s7981,Movie,Sen Kimsin?,2012,TV-14,102,min,2017-03-10,Mar
s7982,Movie,Senna,2010,PG-13,106,min,2019-10-01,Oct
s7983,TV Show,Sensitive Skin,2016,TV-MA,1,Season,2019-12-01,Dec
s7984,Movie,"Septiembre, un llanto en silencio",2017,TV-MA,69,min,2018-03-10,Mar
s7985,TV Show,Servant of the People,2015,TV-14,1,Season,2017-03-01,Mar
s7986,Movie,Set Up,2011,R,85,min,2020-01-10,Jan
s7987,Movie,Sex and the City 2,2010,R,146,min,2021-01-01,Jan
s7988,Movie,Sex and the City: The Movie,2008,R,145,min,2021-01-01,Jan
s7989,Movie,Sex Doll,2016,UR,103,min,2017-07-10,Jul
s7990,Movie,"Sexo, Pudor y Lagrimas",1999,R,111,min,2017-12-15,Dec
s7991,Movie,SGT. Will Gardner,2019,TV-MA,125,min,2019-05-19,May
s7992,TV Show,Shadow of Truth,2016,TV-MA,1,Season,2017-01-27,Jan
s7993,Movie,Shahanpan Dega Deva,2011,TV-14,115,min,2018-01-01,Jan
s7994,TV Show,Shaka Zulu,1986,TV-14,1,Season,2019-01-10,Jan
s7995,Movie,Shakti: The Power,2002,TV-MA,168,min,2018-03-01,Mar
s7996,Movie,Shanghai,2012,TV-14,109,min,2018-03-01,Mar
s7997,Movie,Shararat,2002,TV-PG,148,min,2018-03-01,Mar
s7998,Movie,Shark Busters,2002,TV-14,92,min,2018-08-16,Aug
s7999,Movie,Shark Night,2011,PG-13,91,min,2019-11-02,Nov
s8000,Movie,Shaurya: It Takes Courage to Make Right... Right,2008,TV-14,135,min,2018-03-01,Mar
s8001,Movie,She Did That,2019,TV-PG,71,min,2020-02-04,Feb
s8002,Movie,Shelter,2010,R,112,min,2017-12-29,Dec
s8003,TV Show,Sherlock,2017,TV-14,4,Seasons,2017-05-15,May
s8004,Movie,Sherlock Holmes,2009,PG-13,128,min,2021-01-01,Jan
s8005,Movie,Shiva,1990,TV-MA,168,min,2019-12-31,Dec
s8006,Movie,Shopkins: Chef Club,2016,TV-Y,45,min,2018-11-15,Nov
s8007,Movie,Shopkins: Wild,2018,TV-Y,75,min,2018-11-15,Nov
s8008,Movie,Shopkins: World Vacation,2017,TV-Y,71,min,2018-11-15,Nov
s8009,Movie,Shorgul,2016,TV-14,122,min,2018-10-30,Oct
s8010,Movie,Short Term 12,2013,R,97,min,2019-07-18,Jul
s8011,Movie,Shorts,2009,PG,89,min,2019-07-01,Jul
s8012,Movie,SHOT! The Psycho-Spiritual Mantra of Rock,2016,TV-MA,98,min,2017-08-10,Aug
s8013,Movie,Shuddhi,2017,TV-14,115,min,2018-03-01,Mar
s8014,Movie,Shutter,2004,TV-MA,96,min,2018-09-05,Sep
s8015,Movie,Sicilian Ghost Story,2017,TV-MA,119,min,2019-07-06,Jul
s8016,TV Show,Sid the Science Kid,2008,TV-Y,1,Season,2020-03-31,Mar
s8017,Movie,Siddhant,2014,TV-G,105,min,2018-10-30,Oct
s8018,Movie,Silencer,2018,TV-MA,88,min,2018-12-03,Dec
s8019,Movie,Silent Hill: Revelation,2012,R,94,min,2019-12-13,Dec
s8020,Movie,Silicon Cowboys,2016,TV-PG,77,min,2017-04-01,Apr
s8021,TV Show,Silver Spoon,2015,TV-MA,2,Seasons,2017-09-15,Sep
s8022,TV Show,Sin senos no hay paraÃ­so,2008,TV-14,1,Season,2017-05-15,May
s8023,TV Show,Sin Senos sÃ­ Hay ParaÃ­so,2018,TV-MA,3,Seasons,2019-01-11,Jan
s8024,Movie,Singh Saab the Great,2013,TV-14,143,min,2017-07-15,Jul
s8025,Movie,Single,2015,TV-PG,127,min,2018-09-28,Sep
s8026,Movie,Singularity,2017,PG-13,92,min,2018-06-01,Jun
s8027,Movie,Sinister Circle,2017,TV-MA,87,min,2019-10-01,Oct
s8028,Movie,Siren,2016,TV-MA,83,min,2020-01-01,Jan
s8029,Movie,Sister Code,2015,R,95,min,2016-02-14,Feb
s8030,Movie,Skin Trade,2014,R,96,min,2018-12-17,Dec
s8031,TV Show,Skin Wars,2016,TV-14,3,Seasons,2016-10-01,Oct
s8032,TV Show,Skin Wars: Fresh Paint,2016,TV-14,1,Season,2018-12-15,Dec
s8033,Movie,Skiptrace,2016,PG-13,107,min,2019-07-04,Jul
s8034,Movie,Sky on Fire,2016,TV-MA,100,min,2017-08-05,Aug
s8035,Movie,Skydancers,2014,TV-G,49,min,2018-06-27,Jun
s8036,Movie,Skyline,2010,PG-13,94,min,2019-01-16,Jan
s8037,Movie,Sleeping with Other People,2015,R,101,min,2017-10-02,Oct
s8038,Movie,Sleepover,2004,PG,89,min,2020-03-01,Mar
s8039,Movie,Sling Blade,1996,R,135,min,2019-11-01,Nov
s8040,Movie,Sliver,1993,R,107,min,2020-01-01,Jan
s8041,TV Show,Slobby's World,2018,TV-MA,1,Season,2018-12-31,Dec
s8042,Movie,Slow West,2015,R,84,min,2018-07-26,Jul
s8043,Movie,Small Soldiers,1998,PG-13,110,min,2019-06-01,Jun
s8044,Movie,Smart People,2008,R,95,min,2019-07-12,Jul
s8045,Movie,Smash: Motorized Mayhem,2017,TV-MA,66,min,2017-05-15,May
s8046,Movie,SMOSH: The Movie,2015,PG-13,83,min,2015-09-22,Sep
s8047,Movie,Sniper: Special Ops,2016,R,86,min,2020-01-10,Jan
s8048,Movie,Socha Na Tha,2005,TV-14,137,min,2018-07-01,Jul
s8049,Movie,Social Animals,2018,TV-MA,87,min,2019-03-19,Mar
s8050,Movie,Soekarno,2013,TV-MA,142,min,2019-01-05,Jan
s8051,Movie,Solo Con Tu Pareja,1991,NR,94,min,2018-09-01,Sep
s8052,Movie,Solo: A Star Wars Story,2018,PG-13,135,min,2019-01-09,Jan
s8053,Movie,Solo: A Star Wars Story (Spanish Version),2018,PG-13,135,min,2019-01-09,Jan
s8054,Movie,Solomon Kane,2009,R,104,min,2018-02-15,Feb
s8055,Movie,Some Freaks,2017,TV-MA,97,min,2017-12-18,Dec
s8056,Movie,Something's Gotta Give,2003,PG-13,128,min,2019-08-01,Aug
s8057,Movie,Son of a Gun,2014,R,109,min,2018-07-19,Jul
s8058,Movie,Sons of Ben,2016,NR,73,min,2016-12-10,Dec
s8059,TV Show,Sotus The Series,2016,TV-MA,1,Season,2019-05-25,May
s8060,Movie,Soul Surfer,2011,PG,106,min,2020-05-17,May
s8061,Movie,Soul to Keep,2019,TV-MA,94,min,2019-07-01,Jul
s8062,Movie,Sour Grapes,2016,NR,85,min,2016-11-18,Nov
s8063,TV Show,Space Racers,2014,TV-Y,1,Season,2020-03-31,Mar
s8064,Movie,Sparkle,1976,PG,98,min,2019-11-01,Nov
s8065,TV Show,Spartacus,2013,TV-MA,4,Seasons,2015-02-01,Feb
s8066,Movie,Speech & Debate,2017,PG-13,96,min,2017-07-06,Jul
s8067,Movie,Speed Is My Need,2019,TV-14,75,min,2020-01-09,Jan
s8068,Movie,Spider-Man 3,2007,PG-13,139,min,2019-11-01,Nov
s8069,Movie,Spider-Man: Into the Spider-Verse,2018,PG,117,min,2019-06-26,Jun
s8070,Movie,Spitfire: The Plane that Saved the World,2018,TV-14,95,min,2019-11-01,Nov
s8071,TV Show,Splash and Bubbles,2018,TV-Y,2,Seasons,2018-08-13,Aug
s8072,Movie,Spotlight,2015,R,129,min,2020-07-22,Jul
s8073,Movie,Spring Breakers,2012,R,94,min,2021-01-10,Jan
s8074,Movie,Sprinter,2018,TV-MA,112,min,2020-04-15,Apr
s8075,Movie,Spy Kids,2001,PG,88,min,2019-04-01,Apr
s8076,Movie,Spy Kids 2: The Island of Lost Dreams,2002,PG,100,min,2019-03-08,Mar
s8077,Movie,Spy Kids 3: Game Over,2003,PG,83,min,2019-04-01,Apr
s8078,Movie,Spy Time,2015,TV-MA,93,min,2016-06-01,Jun
s8079,Movie,St. Agatha,2018,TV-MA,103,min,2019-08-08,Aug
s8080,Movie,Staged Killer,2019,TV-14,88,min,2019-06-28,Jun
s8081,Movie,Standoff,2015,R,86,min,2018-12-11,Dec
s8082,Movie,Star Men,2015,TV-14,88,min,2017-02-05,Feb
s8083,Movie,Star Wars: Episode VIII: The Last Jedi,2017,PG-13,152,min,2018-06-26,Jun
s8084,TV Show,Star-Crossed,2014,TV-14,1,Season,2015-04-16,Apr
s8085,Movie,Starred Up,2013,TV-MA,106,min,2019-08-29,Aug
s8086,TV Show,Station Horizon,2015,TV-MA,1,Season,2016-09-01,Sep
s8087,Movie,Stealing History,2006,TV-PG,52,min,2016-07-01,Jul
s8088,Movie,Step Brothers,2008,R,98,min,2019-11-01,Nov
s8089,Movie,Step Outside,2018,TV-14,89,min,2019-06-06,Jun
s8090,Movie,Stephanie,2017,R,86,min,2018-09-01,Sep
s8091,Movie,Sthaniya Sambaad,2010,TV-14,106,min,2018-03-15,Mar
s8092,Movie,Still,2010,TV-MA,100,min,2018-09-14,Sep
s8093,Movie,Stink!,2015,TV-PG,91,min,2018-11-01,Nov
s8094,TV Show,Stoked,2010,TV-PG,1,Season,2017-12-16,Dec
s8095,TV Show,Stone Age,2017,TV-Y7,1,Season,2019-07-01,Jul
s8096,Movie,Stonehearst Asylum,2014,PG-13,113,min,2017-09-08,Sep
s8097,Movie,Stop at Nothing: The Lance Armstrong Story,2014,NR,100,min,2015-02-15,Feb
